,FV1,FV2,FV3,FV4,FV5,FV6,FV7,FV8,FV9,FV10,Label
443,-1.012190491405804,0.3244500718768664,-0.21152313089786592,-0.33307738739063364,0.5841547285179842,0.9156946058601229,-0.29789114474140554,-0.6401716972590076,2.6397127213850804,-1.0722501717195814,1
284,-0.5283479929453208,0.43619256403173906,-0.5283479929453208,-0.5953401501465025,2.0854848982044065,-0.5649800387539147,-0.5990741389427146,-0.506318584850036,2.170639155433344,-0.5850571379775887,0
24,-1.0393729449195028,0.9102215115958262,-1.09309428213597,0.9102215115958262,0.962389996724137,-0.10703152413000849,-0.44087453710302754,-0.44161250140366115,2.0318519109361457,-1.0576180267940798,0
753,-0.7491651338429819,0.3320011698663369,-0.7491651338429819,-0.631043926202605,0.9862894445733665,0.8808759548225041,-0.42035491258414154,-0.517251485235158,2.738339417395886,-0.750309042575165,0
403,-1.111950533947118,1.7088184604161971,1.032972386996275,1.7088184604161971,-0.7657624087470722,-0.6041066326675961,0.2125185189152235,-0.388732142737173,-0.11878033731290955,-1.0954076451752583,0
125,-0.48805828335410134,1.4415408799717941,0.29322427390263367,-0.48805828335410134,-0.45254809531638585,0.5181495856180511,0.6713577155648237,-1.095627574742379,1.7611787860199222,-1.5490581540648987,1
38,-1.1464303557842224,1.3075515704527325,-1.197700237839303,1.3075515704527325,0.292237665315442,0.07849670485480051,-0.318054234620726,-0.37809735739185385,1.660245726919933,-1.0418947658720703,0
70,-0.9786259752457229,1.7492003082393421,1.7492003082393421,-1.0164015017970893,-0.39603690776996847,-0.48265707723922113,0.882798492907913,-0.26462699425183783,0.24310280265000173,-0.9449682370801519,0
544,-0.7727457146564702,1.1144962028307681,0.539373988764971,1.1144962028307681,-1.1385413752505602,1.0739944845830005,0.34959687225203656,-1.141466813252659,1.0901951698903398,-1.3242401399198322,0
828,-0.6482610798464417,-0.12943627432138963,-0.20200151895822013,-0.5212012897991865,2.143464081775046,-0.39645674596308944,-0.4047722997184783,-0.5068715688296904,2.5150267851849053,-0.7177290823343786,0
160,-1.0981729938864766,2.3024813930431582,0.6755292281735551,-0.9329324288578112,-0.6287054462703722,0.28895415965269383,0.023027715433255422,-0.1620482253086457,0.9171484853016482,-0.995961867361288,0
320,-0.8917610536912732,-0.0014224826779497136,-0.0014224826779497136,-0.4562402584337999,1.3248945672806267,0.3960869803543868,-0.38221306609643296,-0.6288152059339148,2.7353115554285807,-0.9552276194422211,1
181,-1.1278799799552404,2.018512504738727,1.2676038734828428,1.0455055496830445,-0.910261458122813,-0.5618866086067927,0.24330719692747635,-0.19031200655686062,-0.20241793430135965,-1.046350534830605,0
351,-0.7819282782629771,1.3093937174351997,-0.8191867742215606,-0.31371308106706264,-0.40440434802334324,1.4229174395090403,-0.6987734483417095,-0.41686058329079484,1.9451300215608414,-0.7735960780854991,0
771,-1.330718345988375,2.229605771189071,0.8111174880536638,0.6084794328280381,-0.23779572285320605,-0.42848241711438656,-0.3115399591943652,-0.45157656592820034,0.8111174880536638,-1.1543726586800778,0
572,-0.6518180019155222,0.199460089166432,-0.6518180019155222,-0.7193483666353652,1.5193894116430113,0.287747540852964,-0.5656087216032902,-0.4494479193012697,2.5832904830612087,-0.6727480449050143,0
566,-1.3251908162476707,1.3916195883493532,-0.48545787918208944,0.9926128386308223,0.47572172547264296,-0.05022535193537752,-0.3411472658094644,-0.5855380456473104,1.8359695380715833,-1.3098487121142965,1
460,-0.9485018637959624,0.87814176505431,-0.9485018637959624,0.5447034191408429,1.28707806450882,-0.1724804621528138,-0.5790590855494392,-0.5337316158123453,2.1930331106183774,-0.8824138102766526,0
88,-1.3031458987082774,1.5325469117764685,-0.30067929567550583,1.015178234489176,-0.6492429939143854,0.7227547201802585,-0.17480441578376826,-0.5338630674126729,1.5212997309978697,-1.264136004622875,0
267,-1.2052270202050397,1.903604646947381,0.41185475133235844,1.5491230804462857,-0.9751422680531561,-0.04596730612115565,0.033264540480648315,-0.43731833408672016,0.338009492271564,-1.1346502573123154,0
604,-0.9754854306508443,0.4051788264886368,-0.2951164261572625,-0.43743658725013174,0.6613935067768287,0.8663662655750828,-0.3678055418587409,-0.6424944463932196,2.6314211132434746,-1.0284083944367173,1
31,-1.1167592766412309,1.4137415035749163,0.43576661743168305,-1.1552879539684326,-0.16912910655984278,0.707983197246067,0.3666235013808007,-0.47018272939396105,1.7968706395987535,-1.1698453086228366,1
638,-0.8150685859385121,2.654372727720169,-0.8150685859385121,-0.8098235058820578,-0.020707390421667513,-0.19625274362411058,0.2705022573053527,0.10548232788288643,0.7493040926179222,-0.6407027989996859,0
582,-0.44223553167067103,1.6081543968331888,0.38795616976855263,-0.44223553167067103,-0.5177006313751091,0.32506046863587207,0.8177880523108274,-1.1027510683383959,1.5326775744702044,-1.5765991186552013,1
553,-0.7175820443159203,-0.03021689956850444,-0.4727700759590575,-0.03021689956850444,-0.6310776419114017,2.1491615288816748,-0.3999681526587567,-0.6251540789803667,2.2853740724327616,-0.7211679729869245,1
253,-0.9857525211928053,0.9554307301485774,-0.9857525211928053,-0.1881499081460883,0.8457685396292618,0.36012658681001336,-0.07549185997567147,-0.4650116546279396,2.326219447247291,-1.042072981110988,1
617,-1.2564257359150464,1.1825499025337358,0.23846027880055745,-0.6373898928463981,0.09247104884789895,0.6375048896618284,0.11906082577053333,-0.558345526808533,2.1266541082445296,-1.3081962790338766,1
662,-1.0200342599800711,2.3486381314105946,-1.0694736988638713,1.1058764144406006,-0.13680370887568566,-0.2836336443038661,-0.1377394147941072,-0.21365536147828515,0.7443518012293312,-0.8362092252198001,1
145,-1.2803736783338964,2.395120365830047,0.7108460113816857,0.07158493944066059,-0.6290114841972024,-0.07592927033742193,0.1687358376502353,-0.4460195400449143,0.7231397739944568,-1.119413731140814,1
730,-1.1190082447515488,1.4119385574392351,1.0650128111761534,-1.115106078449134,0.9582671999421711,-1.0138516435529494,0.3655119764901432,-0.32077436512873997,1.2117886832706224,-0.9876669493083952,0
664,-0.846503917033514,1.7096865677001896,1.7096865677001896,-0.846503917033514,-0.6889865412176285,-0.42204243432959976,1.2299630900129126,-0.17035379018508084,-0.12685550444757226,-0.8858856514402459,1
486,-0.80213941154669,0.33305253007248864,0.29024210115101,-0.80213941154669,-0.6180905294244843,1.883766927843254,-0.2063032884001685,-0.43752703217668304,2.1929601780164933,-0.8712022622908564,1
713,-0.8946717833763354,0.24062770016079882,0.24062770016079882,-0.8946717833763354,1.2824528499695642,0.24062770016079882,-0.20551021470861497,-0.5412226936530855,2.543118432353864,-0.8946717833763354,1
832,-0.9353223210612978,1.8360832718286448,-0.9353223210612978,1.8083674129719305,0.14549331870302337,-0.6849325911939836,-0.3368610505343092,-0.06751557630676192,0.5473251069889614,-0.8756912429573496,0
558,-1.089756527418412,1.9017784101839577,-1.089756527418412,1.5317463215617402,-0.047915495434568585,-0.4462407085567236,-0.0001465584387847641,-0.03733927416579217,0.7489985362519184,-0.9424199715580568,1
579,-0.7315989207124305,0.18804521440734778,-0.7543152128395741,-0.7503359709224813,0.598199650758051,1.2905784745945008,-0.43186796136353184,-0.40973966893153124,2.697919635606525,-0.7587952433547543,1
468,-0.9923255974111338,1.9951963058468478,-1.0369262297534514,-0.32853073606901906,0.7041382398719749,-0.22529711272059127,-0.2934986333247472,-0.07286938704909396,1.6207850971474245,-0.9192238962850467,0
19,-0.7276735443336655,-0.06203897141421873,-0.12430521714546294,-0.7276735443336655,0.38694555666964,1.5077889211747741,-0.40187347276389307,-0.5699048438198657,2.7433429996228376,-0.8067729819654633,0
35,-1.4017073278129724,1.6081119917294744,1.5276776640447183,0.3694460860453599,-0.000521238307822098,-0.7241788818600307,-0.19331886948058905,-0.23729818276126727,0.8359486703881494,-1.3307578862635265,1
256,-0.8010518935844022,2.2057991096682104,-0.8010518935844022,-0.7753238471579761,0.8718878314030581,-0.6993228757631311,-0.19071913544689953,0.30264511916184744,1.129019445703084,-0.7896601468088459,1
107,-1.165304223578467,1.9864300117696165,0.7551943787287511,1.4077457071983048,-0.9673255392462047,-0.20509816526671873,0.15775625964028347,-0.5691344233886779,0.13960219585414096,-1.052521475621143,1
219,-0.1520439588777959,2.0886507478411556,0.7552036650288881,-0.1520439588777959,-1.0175496366900834,-0.16578914175621848,1.1007381102238656,-0.9195773558229607,0.3703005776513438,-1.401991429563517,1
651,-0.832958724025241,-0.08337290011442515,-0.08337290011442515,-0.47426099302600644,1.3784614059282283,0.47179135784850396,-0.4044246807570345,-0.6254737341614814,2.804171215543698,-0.8782847866818525,1
354,-1.2224070183151559,1.861978802912471,1.4996126700298262,-0.3120483902654911,0.19843995667354253,-1.147229579247478,0.34157500554091896,-0.17119821493112994,0.42901510627305867,-1.0672040327056467,0
573,-1.1013220158524568,2.7503694925843267,-0.14912387069039743,-0.30614220069527975,-0.2940646480357488,-0.2819869412917458,0.2081077709765798,-0.15137559170200954,0.6723496747299252,-0.8731052949020331,0
738,-0.9851602822338306,2.130298037386249,-0.9851602822338306,-0.5239835285302566,0.6327840349689365,-0.3199874216079043,-0.057854630107715264,0.011029009728071096,1.449601189422602,-0.8355365463227091,1
605,-1.0043924254798942,1.6807828882211435,-1.0043924254798942,0.9305699576260898,0.785643594933708,-0.33107105226734573,-0.5786087081324649,-0.4334593391883724,1.5955311091300581,-0.9431084641619895,0
160,-1.2244561197733177,0.7839054280240415,-0.21107214046506007,0.05586560561974983,0.719190040753648,0.322810752822092,-0.27058120177089434,-0.5676788336617795,2.401803002943065,-1.2828009238181237,1
674,-1.1669480069238114,1.6826930145044472,1.0001913764039698,1.6826930145044472,-0.8258576105817341,-0.4704519655886129,0.23806519644684684,-0.39786108514471935,0.010109097451809552,-1.1582610972194514,0
417,-0.9620621526586444,0.8519556053070172,-0.9620621526586444,-0.2207618191217887,0.7490885174871676,0.5580504880483003,-0.19818175610228886,-0.4292972645048442,2.4023243542651547,-1.0208094349694936,1
524,-1.1028507890841226,2.6800934659566806,-0.2655722845320722,-0.06333542334174064,-0.5056664396714076,-0.17709721843256468,0.4601491975655347,-0.13823930336617685,0.5687497953280678,-0.9965308435026862,0
418,-0.8185936760651864,1.3451847458182498,-0.8185936760651864,-0.14690198410668917,1.4182297620737963,-0.47010421030438015,-0.6600996203150855,-0.3955465683077682,1.9086771693723403,-0.8098157755236122,1
719,-1.1866533828376244,2.3066270342811284,-0.26581273671459527,0.8621495084788647,-0.7469370521673446,0.17433482948352438,0.033454121886084834,-0.2907677664583834,0.7658530080340828,-1.191464337391454,1
522,-1.1271927817417482,1.6250319136350535,-1.1271927817417482,0.7139855128143693,0.342136433420686,0.193399410480068,-0.3339355971290994,-0.4635949785078725,1.80166447125763,-0.9214920498901045,0
291,-1.4440060851085208,1.8390447614886178,0.32933117998393263,0.5166650994462738,-0.1775595625682912,0.14199918272346382,-0.2690359101312145,-0.6155008833172481,1.5525274414657484,-1.2564668198335815,0
203,-0.9137536126831673,2.507315851725701,0.30990493209955877,-0.9137536126831673,-0.6060715940175572,-0.1348723245428871,0.8595910139129774,-0.029530183584823982,0.32338462571149695,-0.8965863212574966,1
618,-1.1084126846802125,1.4476450747835976,-1.1084126846802125,0.3422727797931646,0.16988159357960703,0.5755123480150381,-0.24300792412737537,-0.44956469923507464,1.9952694367037296,-0.9647164664334524,0
108,-1.0139670146496589,1.8075531797261022,-1.0139670146496589,1.7617320547400164,-0.37628306711435094,-0.3152380744027244,0.15524073126253432,0.03887585348372704,0.4787759713238575,-1.0210885402797045,0
425,-0.6061401229266705,1.5848284333674902,0.3529302531825368,1.5848284333674902,-0.33040937636261813,0.48458139345129975,0.3401509846085142,-1.0993351155003008,0.4939850812170572,-1.2396974976137753,0
592,-0.5373195586341433,1.1890503630477423,0.16167385783421953,-0.5373195586341433,-0.3255139127545897,0.733612074153081,0.4955493238987376,-1.083516991736379,2.0257911508623003,-1.4748857181623825,1
87,-1.2761119322870345,2.0450346101509576,1.3050694245966197,-0.7254725120366907,-0.23772278447399772,-0.37937101309062493,0.16560494120803934,-0.1977377843198787,0.8170148727518626,-1.086016990080946,0
57,-0.5674400769591035,0.2696017004093273,-0.22854271892440944,-0.5674400769591035,-0.18232467899081103,1.5946089250379576,-0.11372301319651336,-0.8597648784165667,2.5036311554054897,-0.9648621488368396,1
813,-1.074831573771958,2.4913519625836855,1.0705998129476106,0.2348934387130284,-0.54091622041609,-0.684000997479338,0.12686626561591563,-0.15559548601258816,-0.003862326003028449,-0.992144845497438,0
98,-1.406611703207896,1.3829857044866645,1.3829857044866645,0.9283312663506712,-0.9512473138774149,-0.18752731964930597,0.47042877967356517,-0.25909169911988533,0.4116972965419379,-1.4084446900603607,1
249,-1.4025873500886752,1.898238162719108,0.9197376862468184,0.5334932633454994,0.08288585939035774,-0.5221533509103261,-0.3356629806231317,-0.4473914391556508,1.1128615973346048,-1.3049254980371459,1
187,-0.4871657334604858,-0.529794875346961,-0.529794875346961,-0.4871657334604858,0.7835763091580662,1.1903429180259144,-0.5161541795008122,3.44459480149679,2.59011623289,-0.3542588137962328,0
613,-0.9421605837601668,2.4771381876523453,-0.9421605837601668,0.7873056307409305,0.18459307127486618,-0.536243214404417,-0.16397510912235722,-0.12989680364856282,0.7334905293755682,-0.8887340210699523,0
176,-0.8262497358408945,1.462326810229139,-0.8621642303888043,1.462326810229139,-0.03571845591723797,0.47204053831617854,-0.869918979615148,-0.7956021260184828,1.4115415105856282,-0.8621642303888043,0
271,-0.4818467002406828,-0.5534674029432908,-0.5265536011415521,-0.5534674029432908,0.5587954614235402,1.4918939086964267,-0.5151915676105268,3.6292120420781324,2.6553465178265694,-0.4818467002406828,0
308,-1.0917456739140123,0.6155083982849168,0.21083523412042235,-0.1668528773507176,1.2899689618921752,-0.08592074938389238,-0.4337240961346717,-0.6453515721916709,2.4230670419152482,-1.1588918571038058,1
683,-1.1189232575815458,0.9201826002969389,0.6724697689834457,-1.1424999959165618,1.0390853831617135,-0.2985066453699602,-0.05239322012426478,-0.2926861085432516,2.0002237010724833,-1.1506731974722515,0
50,-1.1724720724563449,0.6176321780971109,-0.08622643561375183,-0.12976271949117427,0.2838401182023349,0.8788627174757738,-0.18383378273231574,-0.6772313667451084,2.468027308283462,-1.2316757194124652,1
349,-1.1659126730972196,1.8905118149696487,0.7669571948375451,1.5916920274880328,-0.8222182447476892,-0.5595971124232871,0.15107107286060287,-0.17737520866142203,-0.06968721801426211,-1.1062228087937085,0
352,-1.1581795752886412,1.5177121575968195,1.2622419887936316,1.5177121575968195,-0.5142657397611837,-0.9661781522925437,0.4724985151485857,-0.3303214959508579,-0.17761492419037828,-1.1144226996671944,0
101,-1.0919151935301108,2.3031567210565553,0.5761041080719947,1.2939694139566726,-0.7447941674712236,-0.5473398055584379,0.06854474244701506,-0.26579651282248,-0.05849938086409515,-1.003282701910861,0
171,-1.022489667056818,0.5529510715532266,-0.3078097750192813,-0.17269526826523188,0.9933508519247249,0.46787415925280984,-0.394418373675692,-0.6615108088110642,2.6098262560156322,-1.0908092627117945,1
168,-0.9666593951537341,2.2953139904722657,-0.9666593951537341,-0.6498817091223369,-0.05286347209435864,0.13210844254128545,0.3329871045208678,0.12319170655943062,1.1994432569009064,-0.9427349047713124,0
8,-0.9013813250094473,1.471158068616477,-0.598209495350912,-0.9418759654295483,-0.1926364407072151,1.1465025872871402,-0.18819837059551783,-0.17133836061865726,1.9906089071273796,-0.9603652462697498,1
721,-0.8363916537210405,2.6172003772045724,-0.8363916537210405,-0.8084242591805658,0.03385450911326722,-0.26023521275289807,0.17293944007619452,0.21122933522868412,0.7695172813467777,-0.6185772985597383,1
354,-1.053903325872483,1.9466377903442103,-1.053903325872483,1.4346040005790055,0.12175117443246859,-0.41636877998914334,-0.23045331152869977,-0.17354463491505315,0.9094473859194034,-0.9393169993224812,1
269,-0.8992287968875576,1.8882575845958576,-0.8992287968875576,1.8882575845958576,-0.41969777920893897,-0.3017823997729382,-0.03074100094733865,-0.05404518438480491,0.32755582390960186,-0.9347241724206256,1
223,-1.1256717644655216,1.7053947471942914,0.8595396438598676,1.7053947471942914,-0.6846937188582708,-0.8192463179649385,0.3991987129524682,-0.3050058244571384,-0.23140623231373667,-1.0258798268657454,0
218,-1.0943197603711787,2.2888557812282815,1.2842693317862088,-0.41891239800578023,-0.666105956682114,-0.4625556209593322,0.4225162157291325,-0.002776425252060428,0.11959290316462826,-1.0539191401513615,1
79,-1.1216331291963277,1.0973091858929829,0.23468228111350206,-1.0876816878151823,0.17243247367501371,0.7237973227925425,0.10645464308247422,-0.47019932227316247,2.155601968720338,-1.176762959694692,1
307,-0.9945245295110039,2.4891034001998213,0.8901720901672948,-1.0040016011419228,-0.4167748669972549,-0.21846443152224762,0.2766826720984424,-0.17013303532151328,0.5050398562208501,-0.8932865194178512,1
13,-0.6423958959671539,0.13109115270354602,-0.6863267370621501,-0.3415224872976447,0.5382603640697488,1.3104971426685759,-0.7078781672853972,-0.6899045631868627,2.616289317561558,-0.7078003841394291,0
99,-0.8842009062662799,1.2920071679354723,-0.9317316728609588,0.6317820535371481,1.3273769174911763,-0.6524204593891249,-0.6835406822125695,-0.40851892202394574,1.7046560088266236,-0.9207361560863107,1
764,-0.7741118123408082,-0.0008949487776594765,-0.17883204325654262,-0.6424588389401762,1.2339086036766018,0.7971423054235267,-0.5474630231984674,-0.629067459941049,2.924358463365708,-0.7848424437216275,0
79,-0.9020081120084538,2.4768668920181076,1.2078010879970853,-0.9108486995951276,-0.40174924996278727,-0.43696227875792193,0.0968286631219226,-0.0465384681787323,0.20904691004202455,-0.8564531244584699,0
461,-0.9275689434841643,1.39237416620122,-0.9736179055893215,0.6906585260962802,1.2044124710282489,-0.6243829910587608,-0.6391599967899587,-0.3621500649919552,1.6555220055446258,-0.9511479285650675,1
44,-0.987562397129651,2.7171179555745226,-0.43041913855296005,-0.14447792342598814,0.14160562938594345,-0.7472941764407436,0.08867210820278851,0.06339461475824107,0.5390187266487811,-0.8726264531192027,0
294,-0.6276222388866015,-0.10012862064320917,-0.5364843742451265,-0.2779474092712125,-0.16748588517354976,2.0554241183070143,-0.5054550196065142,-0.6054473552437514,2.63473304457836,-0.6804135480295921,1
75,-1.0988993132073246,2.081199130302113,0.8096162210838905,1.5148610922557375,-0.611323293163949,-0.7287193682867973,-0.09701143977030674,-0.287474701688664,-0.09860905959224145,-0.9627597643811898,0
94,-1.1283738934542498,1.311656028134457,1.311656028134457,-1.1662207696641427,-0.5718657542993018,0.590468341051097,0.5350662713641925,-0.3989135591431692,1.2901278513413812,-1.1700388300592701,0
173,-0.8646933398858907,1.9344946529931306,-0.8646933398858907,1.9344946529931306,-0.13001816725287982,-0.6235574610922089,-0.157893014920474,-0.06034019346978143,0.25427848517935986,-0.870020132478569,1
94,-0.8485171353121324,2.3965546229900294,-0.8485171353121324,-0.8570020743070855,-0.5315699054495413,0.4345287211723628,0.22006280624654456,0.46883115077644893,0.8689538839913049,-0.8570020743070855,1
154,-1.1296279576062043,1.5406345696660537,0.5109158306050999,-1.1676231931507493,-0.17905725246978807,0.5852241817932852,0.38822770439541704,-0.41377528093597504,1.6786396513772297,-1.1795073175841833,1
319,-0.8530904561959678,2.504110546571196,-0.8530904561959678,-0.840327265204146,0.30762742327860876,-0.42888106057688197,0.164690786444384,0.2767486739282064,0.8856141330436604,-0.6875620832836875,0
317,-0.48143041191017005,1.5147947954883065,0.32682956196491064,-0.48143041191017005,-0.3712198220112146,0.32682956196491064,0.761794348333089,-1.094627957955107,1.68625536040921,-1.5828964075484862,1
268,-1.046938233657719,1.7711921736341485,-0.3225539757999088,-0.17780687572691675,-0.5674298914677185,1.091799286468781,-0.29098701794823867,-0.6506271065752528,1.715503986756779,-1.0304320901175794,1
104,-1.1999521016661838,1.5129920039950273,1.1671998176317657,1.5129920039950273,-0.07182177741735236,-1.16106289154027,0.04384849587741495,-0.3085162353721249,0.11545620269057177,-1.16106289154027,0
84,-0.8212412349099238,0.6565771686032981,-0.8212412349099238,0.2157568802957579,1.6302697386988851,-0.26379285940536074,-0.653537238217421,-0.5624388466161525,2.3133104090364625,-0.7573011827812102,0
577,-0.9521853410048753,2.4001614087814325,-1.00384078958002,1.0274686937870439,0.1299781900659179,-0.4822379663886707,-0.3138891554821331,-0.18208604876541748,0.7423760085630485,-0.8606037329449787,0
201,-0.951134842259066,2.7182389747046076,-0.08098992697459813,-0.6688910153859915,-0.4600932415897336,-0.015603022851423317,0.23299024171719765,-0.03590424791337556,0.6252890953888182,-0.9493317134032894,1
799,-1.2637403825464633,1.7137597803098352,0.8258050022564217,-1.1535760613202695,0.11803971994945293,0.06656814551963572,-0.05644432959480356,-0.3371219843967716,1.5979388203528173,-1.0134749047286278,0
372,-1.0223920600801628,1.7731988285272073,-1.0635374368356088,0.9341827986303542,0.7693801319911077,-0.6681692367753472,-0.4258055062181853,-0.10630398885922153,1.2787756246896367,-1.0312602891119322,1
200,-1.2699768502649387,0.9167533877006192,-0.1619621536537054,0.2765320036282134,0.6273367550690058,0.25899191276790867,-0.2694824327381618,-0.6657152000266109,2.2936869620698324,-1.3161202874980484,1
729,-0.9131717668532697,2.568951455762643,0.970689447262594,-0.9226879217853551,-0.557089578236199,-0.27741616424831383,0.19832659460689012,-0.028038835188800425,0.22409511547554467,-0.8234555795550254,0
388,-0.9562704449424149,1.909038719880444,1.6362052864829943,-0.9599036485487368,-0.2734512317313508,-0.792944583142628,0.7930480453947063,-0.04148938235331228,0.036486163624940594,-0.9141169445667736,0
458,-0.7067799677968456,0.08822068658068319,-0.7067799677968456,-0.38966227453665114,0.9335414849054879,1.1269165840737891,-0.5543361359388305,-0.591358621284577,2.886632760562983,-0.7068499242993194,0
435,-1.126998389331876,0.43758212166146376,-0.05205487092872071,0.43758212166146376,0.1982027696135182,1.0414755227220005,-0.6075539147669248,-0.7801575504330416,2.494091827480969,-1.0954668249947557,0
